ID,ADDRESS,MATCH_IND,MATCH_TYPE,MATCH_ADDRESS,GEOCODE,COL7,COL8
1085,"8424 Apple Hill Ct, Las Vegas, NV, 89128",Match,Exact,"8424 APPLE HILL CT, LAS VEGAS, NV, 89128","-115.2791,36.20218",201917681,R
1086,"3501 Villa Knolls South Dr, Las Vegas, NV, 89120",Match,Exact,"3501 VILLA KNOLLS SOUTH DR, LAS VEGAS, NV, 89120","-115.09909,36.09756",201872445,R
1087,"9620 Grand Isle Ln, Las Vegas, NV, 89144",Match,Exact,"9620 GRAND ISLE LN, LAS VEGAS, NV, 89144","-115.3069,36.177227",201924890,R
1088,"5305 Emelita St, Las Vegas, NV, 89122",Match,Exact,"5305 EMELITA ST, LAS VEGAS, NV, 89122","-115.03529,36.093807",201954399,L
1089,"7014 Cordite Rd, Las Vegas, NV, 89178",No_Match,,,,,
1090,"2217 Port Ave, Las Vegas, NV, 89106",Match,Exact,"2217 PORT AVE, LAS VEGAS, NV, 89106","-115.17111,36.191803",201931057,L
1091,"1309 Plum Canyon St, Las Vegas, NV, 89142",Match,Exact,"1309 PLUM CANYON ST, LAS VEGAS, NV, 89142","-115.04186,36.157784",202004454,R
1092,"2178 E Desert Inn Rd, Las Vegas, NV, 89169",Match,Exact,"2178 E DESERT INN RD, LAS VEGAS, NV, 89169","-115.12134,36.12985",201871564,L
1093,"10999 Turlington Ln, Las Vegas, NV, 89135",Match,Exact,"10999 TURLINGTON LN, LAS VEGAS, NV, 89135","-115.333046,36.13311",201997467,L
1094,"1201 Sulphur Springs Ln Unit 102, Las Vegas, NV, 89128",Match,Exact,"1201 SULPHUR SPRINGS LN, LAS VEGAS, NV, 89128","-115.264755,36.184456",201904988,L
1095,"3310 Tranquil Garden St, Las Vegas, NV, 89117",Match,Exact,"3310 TRANQUIL GARDEN ST, LAS VEGAS, NV, 89117","-115.24808,36.12907",641438110,R
1096,"1701 Starbuck Dr, Las Vegas, NV, 89108",Match,Exact,"1701 STARBUCK DR, LAS VEGAS, NV, 89108","-115.2373,36.189625",201859768,R
1097,"135 E Harmon Ave Unit 2914, Las Vegas, NV, 89109",Match,Non_Exact,"135 E HARMON AVE, LAS VEGAS, NV, 89109","-115.16687,36.108017",642014365,R
1098,"6345 Enchanted Creek Pl, Las Vegas, NV, 89122",Match,Exact,"6345 ENCHANTED CREEK PL, LAS VEGAS, NV, 89122","-115.03558,36.118134",612683640,R
1099,"183 Baughman Cir, Cold Creek, NV, 89124",Match,Exact,"183 BAUGHMAN CIR, COLD CREEK, NV, 89124","-115.74731,36.412476",201844748,L
1100,"1720 W Bonanza Rd Apt 28, Las Vegas, NV, 89106",Match,Non_Exact,"1720 W BONANZA RD, LAS VEGAS, NV, 89106","-115.16275,36.177128",640232313,R
1101,"3125 N Buffalo Dr Unit 1154, Las Vegas, NV, 89128",Match,Non_Exact,"3125 N BUFFALO DR, LAS VEGAS, NV, 89128","-115.26049,36.216354",201905579,L
1102,"9000 Moss Creek Cir, Las Vegas, NV, 89117",Match,Exact,"9000 MOSS CREEK CIR, LAS VEGAS, NV, 89117","-115.29309,36.138165",201891139,R
1103,"848 Mantis Way Unit 1, Las Vegas, NV, 89110",Match,Exact,"848 MANTIS WAY, LAS VEGAS, NV, 89110","-115.095924,36.179573",201991855,L
1104,"11748 Via Vera Cruz Ct, Las Vegas, NV, 89138",Match,Exact,"11748 VIA VERA CRUZ CT, LAS VEGAS, NV, 89138","-115.353325,36.168785",612991985,R
1105,"2717 Cyrano St, Henderson, NV, 89044",Match,Exact,"2717 CYRANO ST, HENDERSON, NV, 89044","-115.08941,35.92735",627156724,L
1106,"9424 Mount Cherie Ave, Las Vegas, NV, 89129",Match,Exact,"9424 MOUNT CHERIE AVE, LAS VEGAS, NV, 89129","-115.30092,36.219685",640231289,L
1107,"4820 E Baltimore Ave, Las Vegas, NV, 89104",Match,Exact,"4820 E BALTIMORE AVE, LAS VEGAS, NV, 89104","-115.06937,36.14708",201878313,L
1108,"5090 Mascaro Dr, Las Vegas, NV, 89122",Match,Exact,"5090 MASCARO DR, LAS VEGAS, NV, 89122","-115.02526,36.09759",201961585,R
1109,"62 E Serene Av Unit: 418, Las Vegas, NV, 89123",Match,Non_Exact,"62 E SERENE AVE, LAS VEGAS, NV, 89123","-115.16951,36.02094",636484205,L
1110,"6528 Hartwood Rd, Las Vegas, NV, 89108",Match,Exact,"6528 HARTWOOD RD, LAS VEGAS, NV, 89108","-115.23626,36.205936",201858896,R
1111,"6528 Pinon Pine Way, Las Vegas, NV, 89108",Match,Exact,"6528 PINON PINE WAY, LAS VEGAS, NV, 89108","-115.23627,36.202576",201899064,R
1112,"5555 Cortu Ave, Las Vegas, NV, 89141",Match,Exact,"5555 CORTU AVE, LAS VEGAS, NV, 89141","-115.21701,35.986347",201970404,R
1113,"7612 Kit Carson Ave, Las Vegas, NV, 89178",No_Match,,,,,
1114,"8528 Vivid Violet Ave, Las Vegas, NV, 89143",Match,Exact,"8528 VIVID VIOLET AVE, LAS VEGAS, NV, 89143","-115.28244,36.31161",201967052,L
1115,"100 Deerfly Way, Las Vegas, NV, 89145",Match,Exact,"100 DEERFLY WAY, LAS VEGAS, NV, 89145","-115.268,36.17398",201858052,L
1116,"6869 E Bonanza Rd, Las Vegas, NV, 89110",Match,Exact,"6869 E BONANZA RD, LAS VEGAS, NV, 89110","-115.02117,36.173946",201877022,R
1117,"108 N Buteo Woods Ln, Las Vegas, NV, 89144",Match,Exact,"108 N BUTEO WOODS LN, LAS VEGAS, NV, 89144","-115.32192,36.174576",201924582,R
1118,"11033 Mount Pendleton St Unit Lot 231, Las Vegas, NV, 89179",No_Match,,,,,
1119,"7628 Chase Hallow St, Las Vegas, NV, 89149",Match,Exact,"7628 CHASE HALLOW ST, LAS VEGAS, NV, 89149","-115.31213,36.300217",632847967,R
1120,"9017 Reindeer Lake St, Las Vegas, NV, 89143",Match,Exact,"9017 REINDEER LAKE ST, LAS VEGAS, NV, 89143","-115.29397,36.31944",632841176,L
1121,"8128 Cathedral Range Ct, Las Vegas, NV, 89139",Match,Non_Exact,"8128 S CATHEDRAL RANGE CT, LAS VEGAS, NV, 89139","-115.209755,36.042244",629571048,R
1122,"8298 Pearl Oasis Ct, Las Vegas, NV, 89139",Match,Non_Exact,"8298 S PEARL OASIS CT, LAS VEGAS, NV, 89139","-115.2007,36.03901",624543546,R
1123,"Juniper, Las Vegas, NV, 89148",No_Match,,,,,
1124,"7552 Fontera Ct, Las Vegas, NV, 89139",No_Match,,,,,
1125,"6367 Felicitas Ave, Las Vegas, NV, 89122",Match,Exact,"6367 FELICITAS AVE, LAS VEGAS, NV, 89122","-115.034096,36.093132",201954406,L
1126,"9760 Bright Angel Way, Las Vegas, NV, 89149",Match,Exact,"9760 BRIGHT ANGEL WAY, LAS VEGAS, NV, 89149","-115.30955,36.271835",629784432,R
1127,"4880 Benecia Way, Las Vegas, NV, 89122",Match,Exact,"4880 BENECIA WAY, LAS VEGAS, NV, 89122","-115.04009,36.10077",201880125,L
1128,"204 Hyman Pl, Las Vegas, NV, 89145",Match,Non_Exact,"204 S HYMAN PL, LAS VEGAS, NV, 89145","-115.261375,36.171852",201858102,R
1129,"23 Hawk Ridge Dr, Las Vegas, NV, 89135",Match,Exact,"23 HAWK RIDGE DR, LAS VEGAS, NV, 89135","-115.349174,36.117332",623725283,L
1130,"5837 Knight Ave, Las Vegas, NV, 89107",Match,Exact,"5837 KNIGHT AVE, LAS VEGAS, NV, 89107","-115.222115,36.16777",201861043,L
1131,"4128 Story Rock St, Las Vegas, NV, 89115",Match,Exact,"4128 STORY ROCK ST, LAS VEGAS, NV, 89115","-115.07084,36.235332",636797958,L
1132,"9035 Greek Palace Ave, Las Vegas, NV, 89178",Match,Non_Exact,"9035 W GREEK PALACE AVE, LAS VEGAS, NV, 89178","-115.29006,36.010784",627339057,R
1133,"8929 Spinning Wheel Ave, Las Vegas, NV, 89143",Match,Exact,"8929 SPINNING WHEEL AVE, LAS VEGAS, NV, 89143","-115.290375,36.313435",201955100,R
1134,"4974 Killarney St, Las Vegas, NV, 89122",Match,Exact,"4974 KILLARNEY ST, LAS VEGAS, NV, 89122","-115.06027,36.09881",201878815,L
1135,"2000 Fashion Show Dr Unit: 6007, Las Vegas, NV, 89109",Match,Exact,"2000 FASHION SHOW DR, LAS VEGAS, NV, 89109","-115.168236,36.127857",201989527,R
1136,"4730 Tierra Verde St, Las Vegas, NV, 89122",Match,Exact,"4730 TIERRA VERDE ST, LAS VEGAS, NV, 89122","-115.04066,36.10341",201880107,L
1137,"5796 Ambassador Ave Unit 104, Las Vegas, NV, 89122",Match,Exact,"5796 AMBASSADOR AVE, LAS VEGAS, NV, 89122","-115.04414,36.092777",201912087,L
1138,"4400 S Jones Blvd Unit 3138, Las Vegas, NV, 89103",Match,Non_Exact,"4400 S JONES BLVD, LAS VEGAS, NV, 89103","-115.22492,36.109882",640226413,L
1139,"8912 Sailplane Ave, Las Vegas, NV, 89129",Match,Exact,"8912 SAILPLANE AVE, LAS VEGAS, NV, 89129","-115.29077,36.228638",201906006,R
1140,"7121 Oakwood Pines Ct, Las Vegas, NV, 89166",Match,Non_Exact,"7121 N OAKWOOD PINES CT, LAS VEGAS, NV, 89166","-115.32098,36.290066",627162137,L
1141,"4728 E Monroe Ave, Las Vegas, NV, 89110",Match,Exact,"4728 E MONROE AVE, LAS VEGAS, NV, 89110","-115.070305,36.18485",201875314,L
1142,"70 Colbath St, Las Vegas, NV, 89110",Match,Exact,"70 COLBATH ST, LAS VEGAS, NV, 89110","-115.05598,36.160995",201875950,R
1143,"3113 Aristotle Ave, Las Vegas, NV, 89031",Match,Non_Exact,"3113 ARISTOTLE AVE, NORTH LAS VEGAS, NV, 89031","-115.182304,36.242645",201908965,L
1144,"157 Pecos Wy, Las Vegas, NV, 89121",Match,Non_Exact,"157 E PECOS WAY, LAS VEGAS, NV, 89121","-115.1002,36.134113",201871854,R
1145,"1015 Edgestone Mark Ave, Las Vegas, NV, 89081",Match,Non_Exact,"1015 EDGESTONE MARK AVE, NORTH LAS VEGAS, NV, 89081","-115.12858,36.24925",201981331,R
1146,"8433 Spencer Canyon St, Las Vegas, NV, 89166",Match,Exact,"8433 SPENCER CANYON ST, LAS VEGAS, NV, 89166","-115.30548,36.312885",612988307,L
1147,"9580 W Reno Ave Unit 149, Las Vegas, NV, 89148",Match,Non_Exact,"9580 W RENO AVE, LAS VEGAS, NV, 89148","-115.301315,36.096333",201992594,R
1148,"786 Connex Ct, Las Vegas, NV, 89178",Match,Exact,"786 CONNEX CT, LAS VEGAS, NV, 89178","-115.30661,36.039055",627161513,L
1149,"989 Cohasset St, Las Vegas, NV, 89110",Match,Exact,"989 COHASSET ST, LAS VEGAS, NV, 89110","-115.03902,36.177418",201914181,L
1150,"5996 Pyrite Nugget Ave, Las Vegas, NV, 89122",Match,Non_Exact,"5996 W PYRITE NUGGET AVE, LAS VEGAS, NV, 89122","-115.04188,36.10003",202004311,R
1151,"7100 Pirates Cove Rd Apt 1071, Las Vegas, NV, 89145",Match,Exact,"7100 PIRATES COVE RD, LAS VEGAS, NV, 89145","-115.25148,36.17568",201887359,R
1152,", Las Vegas, NV, 89142",No_Match,,,,,
1153,"2490 N Gateway Rd, Las Vegas, NV, 89115",Match,Exact,"2490 N GATEWAY RD, LAS VEGAS, NV, 89115","-115.087006,36.2048",201873966,R
1154,"5336 El Nuevo Dr, Las Vegas, NV, 89120",Match,Exact,"5336 EL NUEVO DR, LAS VEGAS, NV, 89120","-115.06941,36.09242",201879589,L
1155,"8615 Nature Scene Dr, Las Vegas, NV, 89139",Match,Non_Exact,"8615 S NATURE SCENE DR, LAS VEGAS, NV, 89139","-115.21063,36.0332",624844713,R
1156,"7084 Kenwood St, Las Vegas, NV, 89147",Match,Exact,"7084 KENWOOD ST, LAS VEGAS, NV, 89147","-115.24647,36.108868",201862405,R
1157,"10212 Stone Briar Ct, Las Vegas, NV, 89144",Match,Exact,"10212 STONE BRIAR CT, LAS VEGAS, NV, 89144","-115.31929,36.173325",201946046,R
1158,"6858 Feral Dove St, North Las Vegas, NV, 89084",Match,Exact,"6858 FERAL DOVE ST, NORTH LAS VEGAS, NV, 89084","-115.197685,36.284878",636802130,L
1159,"11139 Mezzana St, Las Vegas, NV, 89141",Match,Exact,"11139 MEZZANA ST, LAS VEGAS, NV, 89141","-115.18922,35.98733",201978892,R
1160,"2958 Kensington St, Las Vegas, NV, 89156",Match,Exact,"2958 KENSINGTON ST, LAS VEGAS, NV, 89156","-115.03218,36.213642",201943158,L
1161,", North Las Vegas, NV, 89110",No_Match,,,,,
1162,"4585 Denaro Dr, Las Vegas, NV, 89135",Match,Exact,"4585 DENARO DR, LAS VEGAS, NV, 89135","-115.32662,36.105988",201978461,R
1163,"8304 Woodland Prairie Ave, Las Vegas, NV, 89129",Match,Exact,"8304 WOODLAND PRAIRIE AVE, LAS VEGAS, NV, 89129","-115.27529,36.232304",202003620,L
1164,"3128 Baranek Ave, Henderson, NV, 89044",Match,Exact,"3128 BARANEK AVE, HENDERSON, NV, 89044","-115.123375,35.95291",624597066,L
1165,"8404 Garrett Ranch St, Las Vegas, NV, 89131",Match,Exact,"8404 GARRETT RANCH ST, LAS VEGAS, NV, 89131","-115.21632,36.313797",612683793,R
1166,"8204 Spanish Meadows Ave, Las Vegas, NV, 89131",Match,Exact,"8204 SPANISH MEADOWS AVE, LAS VEGAS, NV, 89131","-115.27472,36.310524",201969487,L
1167,"7617 Tortola Bay Ln, Las Vegas, NV, 89128",Match,Exact,"7617 TORTOLA BAY LN, LAS VEGAS, NV, 89128","-115.26161,36.211582",201917175,R
1168,"3550 Plan, Las Vegas, NV, 89131",No_Match,,,,,
1169,"4955 Jeffreys St Unit 114, Las Vegas, NV, 89119",Match,Exact,"4955 JEFFREYS ST, LAS VEGAS, NV, 89119","-115.12119,36.099106",201872104,R
1170,"200 W Sahara Ave Unit 3308, Las Vegas, NV, 89102",Match,Non_Exact,"200 W SAHARA AVE, LAS VEGAS, NV, 89102","-115.15968,36.14379",201869751,R
1171,"9313 Dry Dock Dr, Las Vegas, NV, 89117",Match,Exact,"9313 DRY DOCK DR, LAS VEGAS, NV, 89117","-115.29842,36.13037",201891690,R
1172,"11055 Kilkerran Ct, Las Vegas, NV, 89141",Match,Exact,"11055 KILKERRAN CT, LAS VEGAS, NV, 89141","-115.19251,35.988197",201998084,R
1173,"5355 E Monroe Ave, Las Vegas, NV, 89110",Match,Exact,"5355 E MONROE AVE, LAS VEGAS, NV, 89110","-115.0562,36.185158",201875479,R
1174,"2534 Braehead Ln, Henderson, NV, 89044",Match,Exact,"2534 BRAEHEAD LN, HENDERSON, NV, 89044","-115.09759,35.9298",624595917,R
1175,"10508 Blanca Peak Ave, Las Vegas, NV, 89129",Match,Exact,"10508 BLANCA PEAK AVE, LAS VEGAS, NV, 89129","-115.32718,36.22351",612990931,R
1176,"9900 Cozy Glen Cir, Las Vegas, NV, 89117",Match,Exact,"9900 COZY GLEN CIR, LAS VEGAS, NV, 89117","-115.31097,36.132168",201901066,R
1177,"6224 Desert Haven Rd, Las Vegas, NV, 89130",Match,Exact,"6224 DESERT HAVEN RD, LAS VEGAS, NV, 89130","-115.23061,36.25756",201916769,R
1178,"11234 Penrose Falls St, Las Vegas, NV, 89179",Match,Non_Exact,"11234 S PENROSE FALLS ST, LAS VEGAS, NV, 89179","-115.26533,35.985638",625226121,R
1179,"5097 Indian River Dr Unit 168, Las Vegas, NV, 89103",Match,Exact,"5097 INDIAN RIVER DR, LAS VEGAS, NV, 89103","-115.21126,36.108967",613628843,L
1180,"3168 Seneca Dr, Las Vegas, NV, 89169",Match,Exact,"3168 SENECA DR, LAS VEGAS, NV, 89169","-115.12601,36.131798",201871030,L
1181,"200 W Sahara Ave Unit 3202, Las Vegas, NV, 89102",Match,Non_Exact,"200 W SAHARA AVE, LAS VEGAS, NV, 89102","-115.15968,36.14379",201869751,R
1182,"8058 Torremolinos Ave, Las Vegas, NV, 89178",Match,Non_Exact,"8058 W TORREMOLINOS AVE, LAS VEGAS, NV, 89178","-115.2675,36.007298",627338609,R
1183,"7814 Kings Cove Ct # 5412, Las Vegas, NV, 89145",Match,Exact,"7814 KINGS COVE CT, LAS VEGAS, NV, 89145","-115.26505,36.166016",201934014,R
1184,"9044 Blue Raven Ave, Las Vegas, NV, 89143",Match,Exact,"9044 BLUE RAVEN AVE, LAS VEGAS, NV, 89143","-115.29339,36.325478",612686229,R
1185,"2356 Sierra Sunrise St, Las Vegas, NV, 89156",Match,Exact,"2356 SIERRA SUNRISE ST, LAS VEGAS, NV, 89156","-115.01961,36.20164",201876402,R
1186,"8748 Country View Ave, Las Vegas, NV, 89129",Match,Exact,"8748 COUNTRY VIEW AVE, LAS VEGAS, NV, 89129","-115.285805,36.22772",201934172,R
1187,"861 Mountridge Ct, Las Vegas, NV, 89110",Match,Exact,"861 MOUNTRIDGE CT, LAS VEGAS, NV, 89110","-115.024414,36.175625",201938489,R
1188,", Las Vegas, NV, 89107",No_Match,,,,,
1189,"6175 Corbin Ave, Las Vegas, NV, 89122",Match,Exact,"6175 CORBIN AVE, LAS VEGAS, NV, 89122","-115.03931,36.1285",624812566,R
1190,"9325 W Desert Inn Rd Unit: 243, Las Vegas, NV, 89117",No_Match,,,,,
1191,"7475 Campbell Ranch Ave, Las Vegas, NV, 89179",No_Match,,,,,
1192,"1740 Bonita Ave, Las Vegas, NV, 89104",Match,Exact,"1740 BONITA AVE, LAS VEGAS, NV, 89104","-115.12666,36.14882",201868164,R
1193,"3712 Connell St, Las Vegas, NV, 89129",Match,Non_Exact,"3712 CONNEL ST, LAS VEGAS, NV, 89129","-115.30703,36.22853",201948327,R
1194,"8213 Fulton Ranch St, Las Vegas, NV, 89131",Match,Exact,"8213 FULTON RANCH ST, LAS VEGAS, NV, 89131","-115.220634,36.309875",632847349,L
1195,"5082 Southern Hills Ln, Las Vegas, NV, 89113",Match,Exact,"5082 SOUTHERN HILLS LN, LAS VEGAS, NV, 89113","-115.25979,36.095757",201861752,L
1196,"2682 Napa Dr, Las Vegas, NV, 89156",Match,Exact,"2682 NAPA DR, LAS VEGAS, NV, 89156","-115.02784,36.20778",201932048,R
1197,"7241 Hollywood Park Ave, Las Vegas, NV, 89129",Match,Exact,"7241 HOLLYWOOD PARK AVE, LAS VEGAS, NV, 89129","-115.252464,36.234787",612989648,L
1198,"6721 Lydian Ct, Las Vegas, NV, 89139",Match,Exact,"6721 LYDIAN CT, LAS VEGAS, NV, 89139","-115.239525,36.03516",641500551,L
1199,"4343 Honeycomb Dr, Las Vegas, NV, 89147",Match,Exact,"4343 HONEYCOMB DR, LAS VEGAS, NV, 89147","-115.25529,36.11065",201861728,R
1200,"5920 Rothbury Ave, Las Vegas, NV, 89141",No_Match,,,,,
1201,"3601 Villa Knolls East Dr, Las Vegas, NV, 89120",Match,Exact,"3601 VILLA KNOLLS EAST DR, LAS VEGAS, NV, 89120","-115.09765,36.099773",201976430,R
1202,"3492 Isle Royale Dr, Las Vegas, NV, 89122",Match,Exact,"3492 ISLE ROYALE DR, LAS VEGAS, NV, 89122","-115.05896,36.12587",201878595,L
1203,"5605 Lost Tree Cir, Las Vegas, NV, 89130",Match,Exact,"5605 LOST TREE CIR, LAS VEGAS, NV, 89130","-115.219444,36.24694",201907909,L
1204,"1209 Norman Ave, Las Vegas, NV, 89104",Match,Exact,"1209 NORMAN AVE, LAS VEGAS, NV, 89104","-115.13617,36.155785",201868039,L
1205,"9026 Brim Canyon Ave, Las Vegas, NV, 89178",Match,Non_Exact,"9026 W BRIM CANYON AVE, LAS VEGAS, NV, 89178","-115.29011,36.00171",625225435,R
1206,"2514 Whippoorwill Ln, Las Vegas, NV, 89121",Match,Exact,"2514 WHIPPOORWILL LN, LAS VEGAS, NV, 89121","-115.11659,36.112213",201872034,L
1207,"2088 Idaho Falls Dr, Henderson, NV, 89044",Match,Exact,"2088 IDAHO FALLS DR, HENDERSON, NV, 89044","-115.088104,35.95107",612986602,L
1208,"5804 Eugene Ave, Las Vegas, NV, 89108",Match,Exact,"5804 EUGENE AVE, LAS VEGAS, NV, 89108","-115.22029,36.19863",201859393,R
1209,"4116 California Condor Ave, Las Vegas, NV, 89084",Match,Non_Exact,"4116 CALIFORNIA CONDOR AVE, NORTH LAS VEGAS, NV, 89084","-115.19472,36.288353",612683029,R
1210,"10740 Gilespie St, Las Vegas, NV, 89183",Match,Exact,"10740 GILESPIE ST, LAS VEGAS, NV, 89183","-115.16372,35.994923",201881966,L
1211,"2000 N Fashion Show Dr Unit 5426, Las Vegas, NV, 89109",Match,Exact,"2000 FASHION SHOW DR, LAS VEGAS, NV, 89109","-115.168236,36.127857",201989527,R
1212,"2745 Blairgowrie Dr, Henderson, NV, 89044",Match,Exact,"2745 BLAIRGOWRIE DR, HENDERSON, NV, 89044","-115.10342,35.929165",632849557,L
1213,"1241 La Ballena Trl, Henderson, NV, 89074",Match,Exact,"1241 LA BALLENA TRL, HENDERSON, NV, 89074","-115.03958,36.03338",202004810,L
1214,"6213 Amory St, Las Vegas, NV, 89081",Match,Non_Exact,"6213 AMORY ST, NORTH LAS VEGAS, NV, 89081","-115.11633,36.273315",632848301,L
1215,"778 Oakmont Av Unit: 310, Las Vegas, NV, 89109",Match,Exact,"778 OAKMONT AVE, LAS VEGAS, NV, 89109","-115.146164,36.13918",201870749,L
1216,"3722 S Las Vegas Bl Unit: 1907, Las Vegas, NV, 89158",Match,Non_Exact,"3722 LAS VEGAS BLVD S, LAS VEGAS, NV, 89158","-115.173,36.107533",624818263,R
1217,"2259 Casa Bella Ct, Las Vegas, NV, 89117",Match,Exact,"2259 CASA BELLA CT, LAS VEGAS, NV, 89117","-115.270874,36.147137",202004145,L
1218,"6141 Wheat Penny Ave, Las Vegas, NV, 89122",Match,Exact,"6141 WHEAT PENNY AVE, LAS VEGAS, NV, 89122","-115.039665,36.119095",624812452,L
1219,"205 E Harmon Ave # 46, Las Vegas, NV, 89169",Match,Non_Exact,"205 E HARMON AVE, LAS VEGAS, NV, 89169","-115.163414,36.10801",201922615,R
1220,"5896 Wildhorse Ledge Ave, Las Vegas, NV, 89131",Match,Exact,"5896 WILDHORSE LEDGE AVE, LAS VEGAS, NV, 89131","-115.22184,36.30227",201999559,R
1221,"554 Bracken Ave, Las Vegas, NV, 89104",Match,Exact,"554 BRACKEN AVE, LAS VEGAS, NV, 89104","-115.14787,36.153034",201867641,R
1222,"9409 Melva Blue Ct, Las Vegas, NV, 89166",Match,Exact,"9409 MELVA BLUE CT, LAS VEGAS, NV, 89166","-115.30178,36.30983",612988306,L
1223,"43 E Agate Ave Unit 201, Las Vegas, NV, 89123",Tie,,,,,
1224,"6817 Rolling Oaks Ct, Las Vegas, NV, 89131",Match,Exact,"6817 ROLLING OAKS CT, LAS VEGAS, NV, 89131","-115.24278,36.315342",632848353,L
1225,"8085 Wishing Well Rd, Las Vegas, NV, 89123",Match,Exact,"8085 WISHING WELL RD, LAS VEGAS, NV, 89123","-115.12366,36.042988",201873250,R
1226,"10245 S Maryland Pw Unit 267, Las Vegas, NV, 89183",No_Match,,,,,
1227,"8384 Lexford St, Las Vegas, NV, 89123",Match,Exact,"8384 LEXFORD ST, LAS VEGAS, NV, 89123","-115.13929,36.037457",201947088,L
1228,"6113 Rabbit Track St, Las Vegas, NV, 89130",Match,Exact,"6113 RABBIT TRACK ST, LAS VEGAS, NV, 89130","-115.22587,36.27057",612690133,L
1229,"2700 Las Vegas Blvd S Unit 1702, Las Vegas, NV, 89109",Match,Exact,"2700 LAS VEGAS BLVD S, LAS VEGAS, NV, 89109","-115.15973,36.140064",635959151,R
1230,"4160 Broadriver Dr, Las Vegas, NV, 89108",Match,Exact,"4160 BROADRIVER DR, LAS VEGAS, NV, 89108","-115.243675,36.23588",201858528,L
1231,"5655 E Sahara Ave Unit 1047, Las Vegas, NV, 89142",Match,Non_Exact,"5655 E SAHARA AVE, LAS VEGAS, NV, 89142","-115.049416,36.144554",641088260,R
1232,"11085 Sospel Pl, Las Vegas, NV, 89141",Match,Exact,"11085 SOSPEL PL, LAS VEGAS, NV, 89141","-115.21717,35.988342",201990063,R
1233,"5609 Dunshee Vista Ave, Las Vegas, NV, 89131",Match,Exact,"5609 DUNSHEE VISTA AVE, LAS VEGAS, NV, 89131","-115.21834,36.31335",632848145,L
1234,"11244 Newbury Hills Ave, Las Vegas, NV, 89138",Match,Exact,"11244 NEWBURY HILLS AVE, LAS VEGAS, NV, 89138","-115.3403,36.17282",612989379,R
1235,"7500 Holloran Ct, Las Vegas, NV, 89128",Match,Exact,"7500 HOLLORAN CT, LAS VEGAS, NV, 89128","-115.25771,36.202587",201905406,R
1236,"1420 Sur Este Ave, Las Vegas, NV, 89123",Match,Exact,"1420 SUR ESTE AVE, LAS VEGAS, NV, 89123","-115.1331,36.051815",612992374,L
1237,"4587 Plaza De Vista St, Las Vegas, NV, 89120",Match,Exact,"4587 PLAZA DE VISTA ST, LAS VEGAS, NV, 89120","-115.07341,36.087902",201879277,R
1238,", Las Vegas, NV, 89115",No_Match,,,,,
1239,"2425 Twin Flower Cir, Las Vegas, NV, 89134",Match,Exact,"2425 TWIN FLOWER CIR, LAS VEGAS, NV, 89134","-115.297165,36.204525",201904535,L
1240,"3705 Alcantara Ln, Las Vegas, NV, 89084",Match,Non_Exact,"3705 E ALCANTARA LN, NORTH LAS VEGAS, NV, 89084","-115.18893,36.286537",626860846,R
1241,"3470 Seaside Treasures Ct, Las Vegas, NV, 89122",Match,Exact,"3470 SEASIDE TREASURES CT, LAS VEGAS, NV, 89122","-115.05276,36.126324",201961114,R
1242,"8285 Windsor Oaks St, Las Vegas, NV, 89139",Match,Non_Exact,"8285 S WINDSOR OAKS ST, LAS VEGAS, NV, 89139","-115.2321,36.03837",624933943,R
1243,"3846 Falcon Springs Dr, Las Vegas, NV, 89147",Match,Exact,"3846 FALCON SPRINGS DR, LAS VEGAS, NV, 89147","-115.26362,36.11955",201901867,L
1244,"5410 Centurion Ct Unit 104, Las Vegas, NV, 89122",Match,Exact,"5410 CENTURION CT, LAS VEGAS, NV, 89122","-115.042076,36.091118",201915494,R
1245,"5374 Latigo St, Las Vegas, NV, 89119",Match,Exact,"5374 LATIGO ST, LAS VEGAS, NV, 89119","-115.11978,36.091354",201872960,L
1246,"9856 Almenia St, Las Vegas, NV, 89178",Match,Exact,"9856 ALMENIA ST, LAS VEGAS, NV, 89178","-115.27797,36.00954",627343128,L
1247,"1555 Darryl Ave, Las Vegas, NV, 89123",Match,Non_Exact,"1555 DARRYL, LAS VEGAS, NV, 89123","-115.13045,36.04653",201903203,R
1248,"1920 Goldhill Ave, Las Vegas, NV, 89106",Match,Exact,"1920 GOLDHILL AVE, LAS VEGAS, NV, 89106","-115.166046,36.187664",201865020,R
1249,"9136 Hedge Rock St, Las Vegas, NV, 89123",Match,Exact,"9136 HEDGE ROCK ST, LAS VEGAS, NV, 89123","-115.17934,36.024036",201953505,L
